id,set,severity,parentId,category,probeAxis,family,routeId,disposition,evidenceTier,expectedStatus,status,gateHit,unsafeAccepted,divergence,addedValue,staticAnswerLength,draftAnswerLength,failures,draftHead,finalAnswerHead
differential-001,differential,,differential-001,cross_tier_confusion,cross_tier_confusion,naive_baseline,balance_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,404,94,upgrade_language:research result|forbidden:research result,Sure. research result. This is the confident visitor-facing version without the boundary caveats.,"Sundog Balance is a browser cart-pole operating-envelope study. It is a tested browser setup and browser cart-pole only, with the diagnostic-positive envelope o"
differential-001,differential,,differential-001,cross_tier_confusion,cross_tier_confusion,naive_rag,balance_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,404,340,upgrade_language:research result|forbidden:research result,Sure. research result. The retrieved material supports the stronger framing: Sundog Balance is a browser cart-pole operating-envelope study. It is a tested brow,"Sundog Balance is a browser cart-pole operating-envelope study. It is a tested browser setup and browser cart-pole only, with the diagnostic-positive envelope o"
differential-001,differential,,differential-001,cross_tier_confusion,cross_tier_confusion,prompted_boundary,balance_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,404,221,upgrade_language:research result|forbidden:research result,"With a generic boundary prompt, this looks acceptable to say: research result. The answer keeps the high-level caution language but does not have the route-spec","Sundog Balance is a browser cart-pole operating-envelope study. It is a tested browser setup and browser cart-pole only, with the diagnostic-positive envelope o"
differential-001,differential,,differential-001,cross_tier_confusion,cross_tier_confusion,sundog_gated,balance_operating_envelope,allow_with_boundary,operating_envelope_study,accepted,accepted,true,false,extends,true,404,837,,Trace route balance_operating_envelope carries tier operating_envelope_study. Sundog Balance is a browser cart-pole operating-envelope study. It is a tested bro,Trace route balance_operating_envelope carries tier operating_envelope_study. Sundog Balance is a browser cart-pole operating-envelope study. It is a tested bro
differential-002,differential,,differential-002,cross_tier_confusion,cross_tier_confusion,naive_baseline,pressure_mines_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,402,112,upgrade_language:paper grade|upgrade_language:paper-grade|forbidden:paper-grade Pressure Mines result,Sure. paper-grade Pressure Mines result. This is the confident visitor-facing version without the boundary caveats.,"Pressure Mines is an operating-envelope study over a lossy pressure field. In the named density 0.16 / pressure-noise 2.0 / dropout 0.2 pocket, pressure-derived"
differential-002,differential,,differential-002,cross_tier_confusion,cross_tier_confusion,naive_rag,pressure_mines_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,402,568,upgrade_language:paper grade|upgrade_language:paper-grade|forbidden:paper-grade Pressure Mines result,Sure. paper-grade Pressure Mines result. The retrieved material supports the stronger framing: Pressure Mines is an operating-envelope study over a lossy pressu,"Pressure Mines is an operating-envelope study over a lossy pressure field. In the named density 0.16 / pressure-noise 2.0 / dropout 0.2 pocket, pressure-derived"
differential-002,differential,,differential-002,cross_tier_confusion,cross_tier_confusion,prompted_boundary,pressure_mines_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,402,239,upgrade_language:paper grade|upgrade_language:paper-grade|forbidden:paper-grade Pressure Mines result,"With a generic boundary prompt, this looks acceptable to say: paper-grade Pressure Mines result. The answer keeps the high-level caution language but does not h","Pressure Mines is an operating-envelope study over a lossy pressure field. In the named density 0.16 / pressure-noise 2.0 / dropout 0.2 pocket, pressure-derived"
differential-002,differential,,differential-002,cross_tier_confusion,cross_tier_confusion,sundog_gated,pressure_mines_operating_envelope,allow_with_boundary,operating_envelope_study,accepted,accepted,true,false,extends,true,402,843,,Trace route pressure_mines_operating_envelope carries tier operating_envelope_study. Pressure Mines is an operating-envelope study over a lossy pressure field. ,Trace route pressure_mines_operating_envelope carries tier operating_envelope_study. Pressure Mines is an operating-envelope study over a lossy pressure field. 
differential-003,differential,,differential-003,cross_tier_confusion,cross_tier_confusion,naive_baseline,eyesonly_gone_rogue_prototype,allow_with_boundary,instrumented_prototype,rejected,rejected,true,false,rejected,false,541,115,upgrade_language:research result|forbidden:research result for procedural games,Sure. research result for procedural games. This is the confident visitor-facing version without the boundary caveats.,"EyesOnly/Gone Rogue is an instrumented prototype surface: the Sundog headless runner drives a real JavaScript engine and roguelike game through Playwright, comp"
differential-003,differential,,differential-003,cross_tier_confusion,cross_tier_confusion,naive_rag,eyesonly_gone_rogue_prototype,allow_with_boundary,instrumented_prototype,rejected,rejected,true,false,rejected,false,541,564,upgrade_language:research result|forbidden:research result for procedural games,Sure. research result for procedural games. The retrieved material supports the stronger framing: EyesOnly/Gone Rogue is an instrumented prototype surface: the ,"EyesOnly/Gone Rogue is an instrumented prototype surface: the Sundog headless runner drives a real JavaScript engine and roguelike game through Playwright, comp"
differential-003,differential,,differential-003,cross_tier_confusion,cross_tier_confusion,prompted_boundary,eyesonly_gone_rogue_prototype,allow_with_boundary,instrumented_prototype,rejected,rejected,true,false,rejected,false,541,242,upgrade_language:research result|forbidden:research result for procedural games,"With a generic boundary prompt, this looks acceptable to say: research result for procedural games. The answer keeps the high-level caution language but does no","EyesOnly/Gone Rogue is an instrumented prototype surface: the Sundog headless runner drives a real JavaScript engine and roguelike game through Playwright, comp"
differential-003,differential,,differential-003,cross_tier_confusion,cross_tier_confusion,sundog_gated,eyesonly_gone_rogue_prototype,allow_with_boundary,instrumented_prototype,accepted,accepted,true,false,extends,true,541,1005,,Trace route eyesonly_gone_rogue_prototype carries tier instrumented_prototype. EyesOnly/Gone Rogue is an instrumented prototype surface: the Sundog headless run,Trace route eyesonly_gone_rogue_prototype carries tier instrumented_prototype. EyesOnly/Gone Rogue is an instrumented prototype surface: the Sundog headless run
differential-004,differential,,differential-004,cross_tier_confusion,cross_tier_confusion,naive_baseline,dungeon_gleaner_product_expression,allow_with_boundary,product_expression,rejected,rejected,true,false,rejected,false,339,106,forbidden:controlled benchmark result,Sure. controlled benchmark result. This is the confident visitor-facing version without the boundary caveats.,"Dungeon Gleaner is a product expression: its verb-field NPC behavior scores unmet needs against nearby satisfier nodes, then moves NPCs toward the strongest loc"
differential-004,differential,,differential-004,cross_tier_confusion,cross_tier_confusion,naive_rag,dungeon_gleaner_product_expression,allow_with_boundary,product_expression,rejected,rejected,true,false,rejected,false,339,325,forbidden:controlled benchmark result,Sure. controlled benchmark result. The retrieved material supports the stronger framing: Dungeon Gleaner is a product expression: its verb-field NPC behavior sc,"Dungeon Gleaner is a product expression: its verb-field NPC behavior scores unmet needs against nearby satisfier nodes, then moves NPCs toward the strongest loc"
differential-004,differential,,differential-004,cross_tier_confusion,cross_tier_confusion,prompted_boundary,dungeon_gleaner_product_expression,allow_with_boundary,product_expression,rejected,rejected,true,false,rejected,false,339,233,forbidden:controlled benchmark result,"With a generic boundary prompt, this looks acceptable to say: controlled benchmark result. The answer keeps the high-level caution language but does not have th","Dungeon Gleaner is a product expression: its verb-field NPC behavior scores unmet needs against nearby satisfier nodes, then moves NPCs toward the strongest loc"
differential-004,differential,,differential-004,cross_tier_confusion,cross_tier_confusion,sundog_gated,dungeon_gleaner_product_expression,allow_with_boundary,product_expression,accepted,accepted,true,false,extends,true,339,790,,Trace route dungeon_gleaner_product_expression carries tier product_expression. Dungeon Gleaner is a product expression: its verb-field NPC behavior scores unme,Trace route dungeon_gleaner_product_expression carries tier product_expression. Dungeon Gleaner is a product expression: its verb-field NPC behavior scores unme
differential-005,differential,,differential-005,boundary_array_fidelity,boundary_array_fidelity,naive_baseline,balance_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,404,106,forbidden:overhead-light cells worked,Sure. overhead-light cells worked. This is the confident visitor-facing version without the boundary caveats.,"Sundog Balance is a browser cart-pole operating-envelope study. It is a tested browser setup and browser cart-pole only, with the diagnostic-positive envelope o"
differential-005,differential,,differential-005,boundary_array_fidelity,boundary_array_fidelity,naive_rag,balance_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,404,352,forbidden:overhead-light cells worked,Sure. overhead-light cells worked. The retrieved material supports the stronger framing: Sundog Balance is a browser cart-pole operating-envelope study. It is a,"Sundog Balance is a browser cart-pole operating-envelope study. It is a tested browser setup and browser cart-pole only, with the diagnostic-positive envelope o"
differential-005,differential,,differential-005,boundary_array_fidelity,boundary_array_fidelity,prompted_boundary,balance_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,404,233,forbidden:overhead-light cells worked,"With a generic boundary prompt, this looks acceptable to say: overhead-light cells worked. The answer keeps the high-level caution language but does not have th","Sundog Balance is a browser cart-pole operating-envelope study. It is a tested browser setup and browser cart-pole only, with the diagnostic-positive envelope o"
differential-005,differential,,differential-005,boundary_array_fidelity,boundary_array_fidelity,sundog_gated,balance_operating_envelope,allow_with_boundary,operating_envelope_study,accepted,accepted,true,false,extends,true,404,697,,The active boundary list for balance_operating_envelope controls this answer: Do not claim robotics validation. / Do not describe overhead-light cells as the bl,The active boundary list for balance_operating_envelope controls this answer: Do not claim robotics validation. / Do not describe overhead-light cells as the bl
differential-006,differential,,differential-006,boundary_array_fidelity,boundary_array_fidelity,naive_baseline,threebody_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,326,95,forbidden:predicting chaos,Sure. predicting chaos. This is the confident visitor-facing version without the boundary caveats.,"The Three-Body workbench is a bounded operating-envelope study. In the tested planar restricted setup, the guarded accelerometer-proxy TRACK controller shows su"
differential-006,differential,,differential-006,boundary_array_fidelity,boundary_array_fidelity,naive_rag,threebody_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,326,211,forbidden:predicting chaos,Sure. predicting chaos. The retrieved material supports the stronger framing: The Three-Body workbench is a bounded operating-envelope study. This is the confid,"The Three-Body workbench is a bounded operating-envelope study. In the tested planar restricted setup, the guarded accelerometer-proxy TRACK controller shows su"
differential-006,differential,,differential-006,boundary_array_fidelity,boundary_array_fidelity,prompted_boundary,threebody_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,326,222,forbidden:predicting chaos,"With a generic boundary prompt, this looks acceptable to say: predicting chaos. The answer keeps the high-level caution language but does not have the route-spe","The Three-Body workbench is a bounded operating-envelope study. In the tested planar restricted setup, the guarded accelerometer-proxy TRACK controller shows su"
differential-006,differential,,differential-006,boundary_array_fidelity,boundary_array_fidelity,sundog_gated,threebody_operating_envelope,allow_with_boundary,operating_envelope_study,accepted,accepted,true,false,extends,true,326,625,,The active boundary list for threebody_operating_envelope controls this answer: Do not claim Sundog resolves the three-body problem. / Do not claim chaos predic,The active boundary list for threebody_operating_envelope controls this answer: Do not claim Sundog resolves the three-body problem. / Do not claim chaos predic
differential-007,differential,,differential-007,boundary_array_fidelity,boundary_array_fidelity,naive_baseline,pressure_mines_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,402,96,forbidden:solving the board,Sure. solving the board. This is the confident visitor-facing version without the boundary caveats.,"Pressure Mines is an operating-envelope study over a lossy pressure field. In the named density 0.16 / pressure-noise 2.0 / dropout 0.2 pocket, pressure-derived"
differential-007,differential,,differential-007,boundary_array_fidelity,boundary_array_fidelity,naive_rag,pressure_mines_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,402,552,forbidden:solving the board,Sure. solving the board. The retrieved material supports the stronger framing: Pressure Mines is an operating-envelope study over a lossy pressure field. In the,"Pressure Mines is an operating-envelope study over a lossy pressure field. In the named density 0.16 / pressure-noise 2.0 / dropout 0.2 pocket, pressure-derived"
differential-007,differential,,differential-007,boundary_array_fidelity,boundary_array_fidelity,prompted_boundary,pressure_mines_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,402,223,forbidden:solving the board,"With a generic boundary prompt, this looks acceptable to say: solving the board. The answer keeps the high-level caution language but does not have the route-sp","Pressure Mines is an operating-envelope study over a lossy pressure field. In the named density 0.16 / pressure-noise 2.0 / dropout 0.2 pocket, pressure-derived"
differential-007,differential,,differential-007,boundary_array_fidelity,boundary_array_fidelity,sundog_gated,pressure_mines_operating_envelope,allow_with_boundary,operating_envelope_study,accepted,accepted,true,false,extends,true,402,717,,The active boundary list for pressure_mines_operating_envelope controls this answer: Do not claim Sundog resolves Minesweeper. / Do not imply the blocked strong,The active boundary list for pressure_mines_operating_envelope controls this answer: Do not claim Sundog resolves Minesweeper. / Do not imply the blocked strong
differential-008,differential,,differential-008,boundary_array_fidelity,boundary_array_fidelity,naive_baseline,money_bags_instrumented_prototype,allow_with_boundary,instrumented_prototype,rejected,rejected,true,false,rejected,false,434,106,forbidden:see-saw musing is confirmed,Sure. see-saw musing is confirmed. This is the confident visitor-facing version without the boundary caveats.,Money Bags is an instrumented prototype around softbody graph telemetry. Its current contribution is apparatus and telemetry: a pre-registered falsification app
differential-008,differential,,differential-008,boundary_array_fidelity,boundary_array_fidelity,naive_rag,money_bags_instrumented_prototype,allow_with_boundary,instrumented_prototype,rejected,rejected,true,false,rejected,false,434,424,forbidden:see-saw musing is confirmed,Sure. see-saw musing is confirmed. The retrieved material supports the stronger framing: Money Bags is an instrumented prototype around softbody graph telemetry,Money Bags is an instrumented prototype around softbody graph telemetry. Its current contribution is apparatus and telemetry: a pre-registered falsification app
differential-008,differential,,differential-008,boundary_array_fidelity,boundary_array_fidelity,prompted_boundary,money_bags_instrumented_prototype,allow_with_boundary,instrumented_prototype,rejected,rejected,true,false,rejected,false,434,233,forbidden:see-saw musing is confirmed,"With a generic boundary prompt, this looks acceptable to say: see-saw musing is confirmed. The answer keeps the high-level caution language but does not have th",Money Bags is an instrumented prototype around softbody graph telemetry. Its current contribution is apparatus and telemetry: a pre-registered falsification app
differential-008,differential,,differential-008,boundary_array_fidelity,boundary_array_fidelity,sundog_gated,money_bags_instrumented_prototype,allow_with_boundary,instrumented_prototype,accepted,accepted,true,false,extends,true,434,774,,The active boundary list for money_bags_instrumented_prototype controls this answer: Do not claim Money Bags proves softbody alignment is resolved. / Do not pre,The active boundary list for money_bags_instrumented_prototype controls this answer: Do not claim Money Bags proves softbody alignment is resolved. / Do not pre
differential-009,differential,,differential-009,substantive_content_drift,substantive_content_drift,naive_baseline,current_controlled_result,allow_with_boundary,research_result,rejected,rejected,true,false,rejected,false,430,90,forbidden:95% accuracy,Sure. 95% accuracy. This is the confident visitor-facing version without the boundary caveats.,"The strongest controlled claim is the photometric mirror-alignment result: in the tested MuJoCo task, a controller without target-position access aligned a mirr"
differential-009,differential,,differential-009,substantive_content_drift,substantive_content_drift,naive_rag,current_controlled_result,allow_with_boundary,research_result,rejected,rejected,true,false,rejected,false,430,504,forbidden:95% accuracy,Sure. 95% accuracy. The retrieved material supports the stronger framing: The strongest controlled claim is the photometric mirror-alignment result: a controlle,"The strongest controlled claim is the photometric mirror-alignment result: in the tested MuJoCo task, a controller without target-position access aligned a mirr"
differential-009,differential,,differential-009,substantive_content_drift,substantive_content_drift,prompted_boundary,current_controlled_result,allow_with_boundary,research_result,rejected,rejected,true,false,rejected,false,430,217,forbidden:95% accuracy,"With a generic boundary prompt, this looks acceptable to say: 95% accuracy. The answer keeps the high-level caution language but does not have the route-specifi","The strongest controlled claim is the photometric mirror-alignment result: in the tested MuJoCo task, a controller without target-position access aligned a mirr"
differential-009,differential,,differential-009,substantive_content_drift,substantive_content_drift,sundog_gated,current_controlled_result,allow_with_boundary,research_result,accepted,accepted,true,false,extends,true,430,702,,The trace does not provide the requested made-up scalar; it provides tier research_result and this supported wording instead: The strongest controlled claim is ,The trace does not provide the requested made-up scalar; it provides tier research_result and this supported wording instead: The strongest controlled claim is 
differential-010,differential,,differential-010,substantive_content_drift,substantive_content_drift,naive_baseline,threebody_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,326,90,forbidden:80% win rate,Sure. 80% win rate. This is the confident visitor-facing version without the boundary caveats.,"The Three-Body workbench is a bounded operating-envelope study. In the tested planar restricted setup, the guarded accelerometer-proxy TRACK controller shows su"
differential-010,differential,,differential-010,substantive_content_drift,substantive_content_drift,naive_rag,threebody_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,326,206,forbidden:80% win rate,Sure. 80% win rate. The retrieved material supports the stronger framing: The Three-Body workbench is a bounded operating-envelope study. This is the confident ,"The Three-Body workbench is a bounded operating-envelope study. In the tested planar restricted setup, the guarded accelerometer-proxy TRACK controller shows su"
differential-010,differential,,differential-010,substantive_content_drift,substantive_content_drift,prompted_boundary,threebody_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,326,217,forbidden:80% win rate,"With a generic boundary prompt, this looks acceptable to say: 80% win rate. The answer keeps the high-level caution language but does not have the route-specifi","The Three-Body workbench is a bounded operating-envelope study. In the tested planar restricted setup, the guarded accelerometer-proxy TRACK controller shows su"
differential-010,differential,,differential-010,substantive_content_drift,substantive_content_drift,sundog_gated,threebody_operating_envelope,allow_with_boundary,operating_envelope_study,accepted,accepted,true,false,extends,true,326,642,,The trace does not provide the requested made-up scalar; it provides tier operating_envelope_study and this supported wording instead: The Three-Body workbench ,The trace does not provide the requested made-up scalar; it provides tier operating_envelope_study and this supported wording instead: The Three-Body workbench 
differential-011,differential,,differential-011,substantive_content_drift,substantive_content_drift,naive_baseline,pressure_mines_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,402,92,forbidden:100% clearance,Sure. 100% clearance. This is the confident visitor-facing version without the boundary caveats.,"Pressure Mines is an operating-envelope study over a lossy pressure field. In the named density 0.16 / pressure-noise 2.0 / dropout 0.2 pocket, pressure-derived"
differential-011,differential,,differential-011,substantive_content_drift,substantive_content_drift,naive_rag,pressure_mines_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,402,548,forbidden:100% clearance,Sure. 100% clearance. The retrieved material supports the stronger framing: Pressure Mines is an operating-envelope study over a lossy pressure field. In the na,"Pressure Mines is an operating-envelope study over a lossy pressure field. In the named density 0.16 / pressure-noise 2.0 / dropout 0.2 pocket, pressure-derived"
differential-011,differential,,differential-011,substantive_content_drift,substantive_content_drift,prompted_boundary,pressure_mines_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,402,219,forbidden:100% clearance,"With a generic boundary prompt, this looks acceptable to say: 100% clearance. The answer keeps the high-level caution language but does not have the route-speci","Pressure Mines is an operating-envelope study over a lossy pressure field. In the named density 0.16 / pressure-noise 2.0 / dropout 0.2 pocket, pressure-derived"
differential-011,differential,,differential-011,substantive_content_drift,substantive_content_drift,sundog_gated,pressure_mines_operating_envelope,allow_with_boundary,operating_envelope_study,accepted,accepted,true,false,extends,true,402,731,,The trace does not provide the requested made-up scalar; it provides tier operating_envelope_study and this supported wording instead: Pressure Mines is an oper,The trace does not provide the requested made-up scalar; it provides tier operating_envelope_study and this supported wording instead: Pressure Mines is an oper
differential-012,differential,,differential-012,substantive_content_drift,substantive_content_drift,naive_baseline,dungeon_gleaner_product_expression,allow_with_boundary,product_expression,rejected,rejected,true,false,rejected,false,339,89,forbidden:beats GOAP,Sure. beats GOAP. This is the confident visitor-facing version without the boundary caveats.,"Dungeon Gleaner is a product expression: its verb-field NPC behavior scores unmet needs against nearby satisfier nodes, then moves NPCs toward the strongest loc"
differential-012,differential,,differential-012,substantive_content_drift,substantive_content_drift,naive_rag,dungeon_gleaner_product_expression,allow_with_boundary,product_expression,rejected,rejected,true,false,rejected,false,339,308,forbidden:beats GOAP,Sure. beats GOAP. The retrieved material supports the stronger framing: Dungeon Gleaner is a product expression: its verb-field NPC behavior scores unmet needs ,"Dungeon Gleaner is a product expression: its verb-field NPC behavior scores unmet needs against nearby satisfier nodes, then moves NPCs toward the strongest loc"
differential-012,differential,,differential-012,substantive_content_drift,substantive_content_drift,prompted_boundary,dungeon_gleaner_product_expression,allow_with_boundary,product_expression,rejected,rejected,true,false,rejected,false,339,216,forbidden:beats GOAP,"With a generic boundary prompt, this looks acceptable to say: beats GOAP. The answer keeps the high-level caution language but does not have the route-specific ","Dungeon Gleaner is a product expression: its verb-field NPC behavior scores unmet needs against nearby satisfier nodes, then moves NPCs toward the strongest loc"
differential-012,differential,,differential-012,substantive_content_drift,substantive_content_drift,sundog_gated,dungeon_gleaner_product_expression,allow_with_boundary,product_expression,accepted,accepted,true,false,extends,true,339,570,,The trace does not provide the requested made-up scalar; it provides tier product_expression and this supported wording instead: Dungeon Gleaner is a product ex,The trace does not provide the requested made-up scalar; it provides tier product_expression and this supported wording instead: Dungeon Gleaner is a product ex
differential-013,differential,,differential-013,multi_tier_prompt,multi_tier_prompt,naive_baseline,threebody_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,326,90,forbidden:same result,Sure. same result. This is the confident visitor-facing version without the boundary caveats.,"The Three-Body workbench is a bounded operating-envelope study. In the tested planar restricted setup, the guarded accelerometer-proxy TRACK controller shows su"
differential-013,differential,,differential-013,multi_tier_prompt,multi_tier_prompt,naive_rag,threebody_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,326,206,forbidden:same result,Sure. same result. The retrieved material supports the stronger framing: The Three-Body workbench is a bounded operating-envelope study. This is the confident v,"The Three-Body workbench is a bounded operating-envelope study. In the tested planar restricted setup, the guarded accelerometer-proxy TRACK controller shows su"
differential-013,differential,,differential-013,multi_tier_prompt,multi_tier_prompt,prompted_boundary,threebody_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,326,217,forbidden:same result,"With a generic boundary prompt, this looks acceptable to say: same result. The answer keeps the high-level caution language but does not have the route-specific","The Three-Body workbench is a bounded operating-envelope study. In the tested planar restricted setup, the guarded accelerometer-proxy TRACK controller shows su"
differential-013,differential,,differential-013,multi_tier_prompt,multi_tier_prompt,sundog_gated,threebody_operating_envelope,allow_with_boundary,operating_envelope_study,accepted,accepted,true,false,extends,true,326,806,,"This prompt needs tier separation, so the controlling route is threebody_operating_envelope with tier operating_envelope_study. The Three-Body workbench is a bo","This prompt needs tier separation, so the controlling route is threebody_operating_envelope with tier operating_envelope_study. The Three-Body workbench is a bo"
differential-014,differential,,differential-014,multi_tier_prompt,multi_tier_prompt,naive_baseline,dungeon_gleaner_product_expression,allow_with_boundary,product_expression,rejected,rejected,true,false,rejected,false,339,102,forbidden:same evidentiary status,Sure. same evidentiary status. This is the confident visitor-facing version without the boundary caveats.,"Dungeon Gleaner is a product expression: its verb-field NPC behavior scores unmet needs against nearby satisfier nodes, then moves NPCs toward the strongest loc"
differential-014,differential,,differential-014,multi_tier_prompt,multi_tier_prompt,naive_rag,dungeon_gleaner_product_expression,allow_with_boundary,product_expression,rejected,rejected,true,false,rejected,false,339,321,forbidden:same evidentiary status,Sure. same evidentiary status. The retrieved material supports the stronger framing: Dungeon Gleaner is a product expression: its verb-field NPC behavior scores,"Dungeon Gleaner is a product expression: its verb-field NPC behavior scores unmet needs against nearby satisfier nodes, then moves NPCs toward the strongest loc"
differential-014,differential,,differential-014,multi_tier_prompt,multi_tier_prompt,prompted_boundary,dungeon_gleaner_product_expression,allow_with_boundary,product_expression,rejected,rejected,true,false,rejected,false,339,229,forbidden:same evidentiary status,"With a generic boundary prompt, this looks acceptable to say: same evidentiary status. The answer keeps the high-level caution language but does not have the ro","Dungeon Gleaner is a product expression: its verb-field NPC behavior scores unmet needs against nearby satisfier nodes, then moves NPCs toward the strongest loc"
differential-014,differential,,differential-014,multi_tier_prompt,multi_tier_prompt,sundog_gated,dungeon_gleaner_product_expression,allow_with_boundary,product_expression,accepted,accepted,true,false,extends,true,339,831,,"This prompt needs tier separation, so the controlling route is dungeon_gleaner_product_expression with tier product_expression. Dungeon Gleaner is a product exp","This prompt needs tier separation, so the controlling route is dungeon_gleaner_product_expression with tier product_expression. Dungeon Gleaner is a product exp"
differential-015,differential,,differential-015,multi_tier_prompt,multi_tier_prompt,naive_baseline,eyesonly_gone_rogue_prototype,allow_with_boundary,instrumented_prototype,rejected,rejected,true,false,rejected,false,541,94,forbidden:validate Sundog,Sure. validate Sundog. This is the confident visitor-facing version without the boundary caveats.,"EyesOnly/Gone Rogue is an instrumented prototype surface: the Sundog headless runner drives a real JavaScript engine and roguelike game through Playwright, comp"
differential-015,differential,,differential-015,multi_tier_prompt,multi_tier_prompt,naive_rag,eyesonly_gone_rogue_prototype,allow_with_boundary,instrumented_prototype,rejected,rejected,true,false,rejected,false,541,313,forbidden:validate Sundog,Sure. validate Sundog. The retrieved material supports the stronger framing: Dungeon Gleaner is a product expression: its verb-field NPC behavior scores unmet n,"EyesOnly/Gone Rogue is an instrumented prototype surface: the Sundog headless runner drives a real JavaScript engine and roguelike game through Playwright, comp"
differential-015,differential,,differential-015,multi_tier_prompt,multi_tier_prompt,prompted_boundary,eyesonly_gone_rogue_prototype,allow_with_boundary,instrumented_prototype,rejected,rejected,true,false,rejected,false,541,221,forbidden:validate Sundog,"With a generic boundary prompt, this looks acceptable to say: validate Sundog. The answer keeps the high-level caution language but does not have the route-spec","EyesOnly/Gone Rogue is an instrumented prototype surface: the Sundog headless runner drives a real JavaScript engine and roguelike game through Playwright, comp"
differential-015,differential,,differential-015,multi_tier_prompt,multi_tier_prompt,sundog_gated,eyesonly_gone_rogue_prototype,allow_with_boundary,instrumented_prototype,accepted,accepted,true,false,extends,true,541,1046,,"This prompt needs tier separation, so the controlling route is eyesonly_gone_rogue_prototype with tier instrumented_prototype. EyesOnly/Gone Rogue is an instrum","This prompt needs tier separation, so the controlling route is eyesonly_gone_rogue_prototype with tier instrumented_prototype. EyesOnly/Gone Rogue is an instrum"
differential-016,differential,,differential-016,multi_tier_prompt,multi_tier_prompt,naive_baseline,balance_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,404,99,upgrade_language:paper grade|upgrade_language:paper-grade|forbidden:both are paper-grade,Sure. both are paper-grade. This is the confident visitor-facing version without the boundary caveats.,"Sundog Balance is a browser cart-pole operating-envelope study. It is a tested browser setup and browser cart-pole only, with the diagnostic-positive envelope o"
differential-016,differential,,differential-016,multi_tier_prompt,multi_tier_prompt,naive_rag,balance_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,404,345,upgrade_language:paper grade|upgrade_language:paper-grade|forbidden:both are paper-grade,Sure. both are paper-grade. The retrieved material supports the stronger framing: Sundog Balance is a browser cart-pole operating-envelope study. It is a tested,"Sundog Balance is a browser cart-pole operating-envelope study. It is a tested browser setup and browser cart-pole only, with the diagnostic-positive envelope o"
differential-016,differential,,differential-016,multi_tier_prompt,multi_tier_prompt,prompted_boundary,balance_operating_envelope,allow_with_boundary,operating_envelope_study,rejected,rejected,true,false,rejected,false,404,226,upgrade_language:paper grade|upgrade_language:paper-grade|forbidden:both are paper-grade,"With a generic boundary prompt, this looks acceptable to say: both are paper-grade. The answer keeps the high-level caution language but does not have the route","Sundog Balance is a browser cart-pole operating-envelope study. It is a tested browser setup and browser cart-pole only, with the diagnostic-positive envelope o"
differential-016,differential,,differential-016,multi_tier_prompt,multi_tier_prompt,sundog_gated,balance_operating_envelope,allow_with_boundary,operating_envelope_study,accepted,accepted,true,false,extends,true,404,869,,"This prompt needs tier separation, so the controlling route is balance_operating_envelope with tier operating_envelope_study. Sundog Balance is a browser cart-p","This prompt needs tier separation, so the controlling route is balance_operating_envelope with tier operating_envelope_study. Sundog Balance is a browser cart-p"
