beta,config_idx,iteration,max_det_drift,max_unitarity_residual
2.4,31,10,5.551115123126e-16,7.850462293419e-16
2.8,0,1,5.551115123126e-16,7.850462293419e-16
2.8,0,2,5.551115123126e-16,7.850462293419e-16
2.8,0,3,4.440892098501e-16,6.280369834735e-16
2.8,0,4,6.661338147751e-16,9.420554752103e-16
2.8,0,5,5.551115123126e-16,7.850462293419e-16
2.8,0,6,5.551115123126e-16,7.850462293419e-16
2.8,0,7,4.440892098501e-16,6.280369834735e-16
2.8,0,8,4.440892098501e-16,6.280369834735e-16
2.8,0,9,5.551115123126e-16,7.850462293419e-16
2.8,0,10,5.551115123126e-16,7.850462293419e-16
2.8,1,1,5.551115123126e-16,7.850462293419e-16
2.8,1,2,5.551115123126e-16,7.850462293419e-16
2.8,1,3,6.661338147751e-16,9.420554752103e-16
2.8,1,4,4.440892098501e-16,6.280369834735e-16
2.8,1,5,4.440892098501e-16,6.280369834735e-16
2.8,1,6,5.551115123126e-16,7.850462293419e-16
2.8,1,7,4.440892098501e-16,6.280369834735e-16
2.8,1,8,4.440892098501e-16,6.280369834735e-16
2.8,1,9,6.661338147751e-16,9.420554752103e-16
2.8,1,10,4.440892098501e-16,6.280369834735e-16
2.8,2,1,4.440892098501e-16,6.280369834735e-16
2.8,2,2,5.551115123126e-16,7.850462293419e-16
2.8,2,3,6.661338147751e-16,9.420554752103e-16
2.8,2,4,5.551115123126e-16,7.850462293419e-16
2.8,2,5,5.551115123126e-16,7.850462293419e-16
2.8,2,6,5.551115123126e-16,7.850462293419e-16
2.8,2,7,5.551115123126e-16,7.850462293419e-16
2.8,2,8,5.551115123126e-16,7.850462293419e-16
2.8,2,9,5.551115123126e-16,7.850462293419e-16
2.8,2,10,5.551115123126e-16,7.850462293419e-16
2.8,3,1,5.551115123126e-16,7.850462293419e-16
2.8,3,2,5.551115123126e-16,7.850462293419e-16
2.8,3,3,5.551115123126e-16,7.850462293419e-16
2.8,3,4,5.551115123126e-16,7.850462293419e-16
2.8,3,5,5.551115123126e-16,7.850462293419e-16
2.8,3,6,5.551115123126e-16,7.850462293419e-16
2.8,3,7,5.551115123126e-16,7.850462293419e-16
2.8,3,8,5.551115123126e-16,7.850462293419e-16
2.8,3,9,5.551115123126e-16,7.850462293419e-16
2.8,3,10,5.551115123126e-16,7.850462293419e-16
2.8,4,1,6.661338147751e-16,9.420554752103e-16
2.8,4,2,5.551115123126e-16,7.850462293419e-16
2.8,4,3,5.551115123126e-16,7.850462293419e-16
2.8,4,4,5.551115123126e-16,7.850462293419e-16
2.8,4,5,5.551115123126e-16,7.850462293419e-16
2.8,4,6,5.551115123126e-16,7.850462293419e-16
2.8,4,7,4.440892098501e-16,6.280369834735e-16
2.8,4,8,5.551115123126e-16,7.850462293419e-16
2.8,4,9,5.551115123126e-16,7.850462293419e-16
2.8,4,10,5.551115123126e-16,7.850462293419e-16
2.8,5,1,5.551115123126e-16,7.850462293419e-16
2.8,5,2,5.551115123126e-16,7.850462293419e-16
2.8,5,3,4.440892098501e-16,6.280369834735e-16
2.8,5,4,4.440892098501e-16,6.280369834735e-16
2.8,5,5,5.551115123126e-16,7.850462293419e-16
2.8,5,6,5.551115123126e-16,7.850462293419e-16
2.8,5,7,5.551115123126e-16,7.850462293419e-16
2.8,5,8,4.440892098501e-16,6.280369834735e-16
2.8,5,9,5.551115123126e-16,7.850462293419e-16
2.8,5,10,4.440892098501e-16,6.280369834735e-16
2.8,6,1,6.661338147751e-16,9.420554752103e-16
2.8,6,2,5.551115123126e-16,7.850462293419e-16
2.8,6,3,5.551115123126e-16,7.850462293419e-16
2.8,6,4,4.440892098501e-16,6.280369834735e-16
2.8,6,5,4.440892098501e-16,6.280369834735e-16
2.8,6,6,5.551115123126e-16,7.850462293419e-16
2.8,6,7,5.551115123126e-16,7.850462293419e-16
2.8,6,8,6.661338147751e-16,9.420554752103e-16
2.8,6,9,4.440892098501e-16,6.280369834735e-16
2.8,6,10,5.551115123126e-16,7.850462293419e-16
2.8,7,1,4.440892098501e-16,6.280369834735e-16
2.8,7,2,6.661338147751e-16,9.420554752103e-16
2.8,7,3,5.551115123126e-16,7.850462293419e-16
2.8,7,4,5.551115123126e-16,7.850462293419e-16
2.8,7,5,4.440892098501e-16,6.280369834735e-16
2.8,7,6,5.551115123126e-16,7.850462293419e-16
2.8,7,7,5.551115123126e-16,7.850462293419e-16
2.8,7,8,4.440892098501e-16,6.280369834735e-16
2.8,7,9,4.440892098501e-16,6.280369834735e-16
2.8,7,10,5.551115123126e-16,7.850462293419e-16
2.8,8,1,6.661338147751e-16,9.420554752103e-16
2.8,8,2,4.440892098501e-16,6.280369834735e-16
2.8,8,3,5.551115123126e-16,7.850462293419e-16
2.8,8,4,5.551115123126e-16,7.850462293419e-16
2.8,8,5,5.551115123126e-16,7.850462293419e-16
2.8,8,6,5.551115123126e-16,7.850462293419e-16
2.8,8,7,6.661338147751e-16,9.420554752103e-16
2.8,8,8,5.551115123126e-16,7.850462293419e-16
2.8,8,9,5.551115123126e-16,7.850462293419e-16
2.8,8,10,4.440892098501e-16,6.280369834735e-16
2.8,9,1,6.661338147751e-16,9.420554752103e-16
2.8,9,2,5.551115123126e-16,7.850462293419e-16
2.8,9,3,6.661338147751e-16,9.420554752103e-16
2.8,9,4,5.551115123126e-16,7.850462293419e-16
2.8,9,5,5.551115123126e-16,7.850462293419e-16
2.8,9,6,5.551115123126e-16,7.850462293419e-16
2.8,9,7,5.551115123126e-16,7.850462293419e-16
2.8,9,8,5.551115123126e-16,7.850462293419e-16
2.8,9,9,6.661338147751e-16,9.420554752103e-16
2.8,9,10,4.440892098501e-16,6.280369834735e-16
2.8,10,1,5.551115123126e-16,7.850462293419e-16
2.8,10,2,5.551115123126e-16,7.850462293419e-16
2.8,10,3,5.551115123126e-16,7.850462293419e-16
2.8,10,4,6.661338147751e-16,9.420554752103e-16
2.8,10,5,5.551115123126e-16,7.850462293419e-16
2.8,10,6,6.661338147751e-16,9.420554752103e-16
2.8,10,7,5.551115123126e-16,7.850462293419e-16
2.8,10,8,4.440892098501e-16,6.280369834735e-16
2.8,10,9,4.440892098501e-16,6.280369834735e-16
2.8,10,10,5.551115123126e-16,7.850462293419e-16
2.8,11,1,5.551115123126e-16,7.850462293419e-16
2.8,11,2,5.551115123126e-16,7.850462293419e-16
2.8,11,3,5.551115123126e-16,7.850462293419e-16
2.8,11,4,5.551115123126e-16,7.850462293419e-16
2.8,11,5,5.551115123126e-16,7.850462293419e-16
2.8,11,6,5.551115123126e-16,7.850462293419e-16
2.8,11,7,4.440892098501e-16,6.280369834735e-16
2.8,11,8,4.440892098501e-16,6.280369834735e-16
2.8,11,9,5.551115123126e-16,7.850462293419e-16
2.8,11,10,4.440892098501e-16,6.280369834735e-16
2.8,12,1,5.551115123126e-16,7.850462293419e-16
2.8,12,2,6.661338147751e-16,9.420554752103e-16
2.8,12,3,4.440892098501e-16,6.280369834735e-16
2.8,12,4,5.551115123126e-16,7.850462293419e-16
2.8,12,5,4.440892098501e-16,6.280369834735e-16
2.8,12,6,5.551115123126e-16,7.850462293419e-16
2.8,12,7,5.551115123126e-16,7.850462293419e-16
2.8,12,8,6.661338147751e-16,9.420554752103e-16
2.8,12,9,5.551115123126e-16,7.850462293419e-16
2.8,12,10,5.551115123126e-16,7.850462293419e-16
2.8,13,1,5.551115123126e-16,7.850462293419e-16
2.8,13,2,5.551115123126e-16,7.850462293419e-16
2.8,13,3,5.551115123126e-16,7.850462293419e-16
2.8,13,4,4.440892098501e-16,6.280369834735e-16
2.8,13,5,4.440892098501e-16,6.280369834735e-16
2.8,13,6,4.440892098501e-16,6.280369834735e-16
2.8,13,7,5.551115123126e-16,7.850462293419e-16
2.8,13,8,4.440892098501e-16,6.280369834735e-16
2.8,13,9,5.551115123126e-16,7.850462293419e-16
2.8,13,10,6.661338147751e-16,9.420554752103e-16
2.8,14,1,5.551115123126e-16,7.850462293419e-16
2.8,14,2,5.551115123126e-16,7.850462293419e-16
2.8,14,3,5.551115123126e-16,7.850462293419e-16
2.8,14,4,5.551115123126e-16,7.850462293419e-16
2.8,14,5,5.551115123126e-16,7.850462293419e-16
2.8,14,6,5.551115123126e-16,7.850462293419e-16
2.8,14,7,5.551115123126e-16,7.850462293419e-16
2.8,14,8,5.551115123126e-16,7.850462293419e-16
2.8,14,9,5.551115123126e-16,7.850462293419e-16
2.8,14,10,4.440892098501e-16,6.280369834735e-16
2.8,15,1,5.551115123126e-16,7.850462293419e-16
2.8,15,2,5.551115123126e-16,7.850462293419e-16
2.8,15,3,5.551115123126e-16,7.850462293419e-16
2.8,15,4,5.551115123126e-16,7.850462293419e-16
2.8,15,5,4.440892098501e-16,6.280369834735e-16
2.8,15,6,4.440892098501e-16,6.280369834735e-16
2.8,15,7,5.551115123126e-16,7.850462293419e-16
2.8,15,8,5.551115123126e-16,7.850462293419e-16
2.8,15,9,5.551115123126e-16,7.850462293419e-16
2.8,15,10,5.551115123126e-16,7.850462293419e-16
2.8,16,1,5.551115123126e-16,7.850462293419e-16
2.8,16,2,5.551115123126e-16,7.850462293419e-16
2.8,16,3,5.551115123126e-16,7.850462293419e-16
2.8,16,4,5.551115123126e-16,7.850462293419e-16
2.8,16,5,5.551115123126e-16,7.850462293419e-16
2.8,16,6,5.551115123126e-16,7.850462293419e-16
2.8,16,7,6.661338147751e-16,9.420554752103e-16
2.8,16,8,5.551115123126e-16,7.850462293419e-16
2.8,16,9,5.551115123126e-16,7.850462293419e-16
2.8,16,10,4.440892098501e-16,6.280369834735e-16
2.8,17,1,5.551115123126e-16,7.850462293419e-16
2.8,17,2,6.661338147751e-16,9.420554752103e-16
2.8,17,3,5.551115123126e-16,7.850462293419e-16
2.8,17,4,5.551115123126e-16,7.850462293419e-16
2.8,17,5,5.551115123126e-16,7.850462293419e-16
2.8,17,6,5.551115123126e-16,7.850462293419e-16
2.8,17,7,4.440892098501e-16,6.280369834735e-16
2.8,17,8,5.551115123126e-16,7.850462293419e-16
2.8,17,9,4.440892098501e-16,6.280369834735e-16
2.8,17,10,6.661338147751e-16,9.420554752103e-16
2.8,18,1,5.551115123126e-16,7.850462293419e-16
2.8,18,2,4.440892098501e-16,6.280369834735e-16
2.8,18,3,5.551115123126e-16,7.850462293419e-16
2.8,18,4,5.551115123126e-16,7.850462293419e-16
2.8,18,5,4.440892098501e-16,6.280369834735e-16
2.8,18,6,5.551115123126e-16,7.850462293419e-16
2.8,18,7,4.440892098501e-16,6.280369834735e-16
2.8,18,8,5.551115123126e-16,7.850462293419e-16
2.8,18,9,5.551115123126e-16,7.850462293419e-16
2.8,18,10,4.440892098501e-16,6.280369834735e-16
2.8,19,1,5.551115123126e-16,7.850462293419e-16
2.8,19,2,4.440892098501e-16,6.280369834735e-16
2.8,19,3,5.551115123126e-16,7.850462293419e-16
2.8,19,4,5.551115123126e-16,7.850462293419e-16
2.8,19,5,5.551115123126e-16,7.850462293419e-16
2.8,19,6,5.551115123126e-16,7.850462293419e-16
2.8,19,7,5.551115123126e-16,7.850462293419e-16
2.8,19,8,5.551115123126e-16,7.850462293419e-16
2.8,19,9,5.551115123126e-16,7.850462293419e-16
2.8,19,10,4.440892098501e-16,6.280369834735e-16
2.8,20,1,6.661338147751e-16,9.420554752103e-16
2.8,20,2,6.661338147751e-16,9.420554752103e-16
2.8,20,3,5.551115123126e-16,7.850462293419e-16
2.8,20,4,5.551115123126e-16,7.850462293419e-16
2.8,20,5,5.551115123126e-16,7.850462293419e-16
2.8,20,6,4.440892098501e-16,6.280369834735e-16
2.8,20,7,5.551115123126e-16,7.850462293419e-16
2.8,20,8,5.551115123126e-16,7.850462293419e-16
2.8,20,9,6.661338147751e-16,9.420554752103e-16
2.8,20,10,5.551115123126e-16,7.850462293419e-16
2.8,21,1,6.661338147751e-16,9.420554752103e-16
2.8,21,2,5.551115123126e-16,7.850462293419e-16
2.8,21,3,4.440892098501e-16,6.280369834735e-16
2.8,21,4,6.661338147751e-16,9.420554752103e-16
2.8,21,5,5.551115123126e-16,7.850462293419e-16
2.8,21,6,5.551115123126e-16,7.850462293419e-16
2.8,21,7,4.440892098501e-16,6.280369834735e-16
2.8,21,8,5.551115123126e-16,7.850462293419e-16
2.8,21,9,5.551115123126e-16,7.850462293419e-16
2.8,21,10,5.551115123126e-16,7.850462293419e-16
2.8,22,1,5.551115123126e-16,7.850462293419e-16
2.8,22,2,4.440892098501e-16,6.280369834735e-16
2.8,22,3,5.551115123126e-16,7.850462293419e-16
2.8,22,4,5.551115123126e-16,7.850462293419e-16
2.8,22,5,5.551115123126e-16,7.850462293419e-16
2.8,22,6,6.661338147751e-16,9.420554752103e-16
2.8,22,7,4.440892098501e-16,6.280369834735e-16
2.8,22,8,5.551115123126e-16,7.850462293419e-16
2.8,22,9,6.661338147751e-16,9.420554752103e-16
2.8,22,10,4.440892098501e-16,6.280369834735e-16
2.8,23,1,5.551115123126e-16,7.850462293419e-16
2.8,23,2,6.661338147751e-16,9.420554752103e-16
2.8,23,3,6.661338147751e-16,9.420554752103e-16
2.8,23,4,5.551115123126e-16,7.850462293419e-16
2.8,23,5,5.551115123126e-16,7.850462293419e-16
2.8,23,6,5.551115123126e-16,7.850462293419e-16
2.8,23,7,5.551115123126e-16,7.850462293419e-16
2.8,23,8,6.661338147751e-16,9.420554752103e-16
2.8,23,9,4.440892098501e-16,6.280369834735e-16
2.8,23,10,4.440892098501e-16,6.280369834735e-16
2.8,24,1,5.551115123126e-16,7.850462293419e-16
2.8,24,2,4.440892098501e-16,6.280369834735e-16
2.8,24,3,5.551115123126e-16,7.850462293419e-16
2.8,24,4,5.551115123126e-16,7.850462293419e-16
2.8,24,5,5.551115123126e-16,7.850462293419e-16
2.8,24,6,4.440892098501e-16,6.280369834735e-16
2.8,24,7,4.440892098501e-16,6.280369834735e-16
2.8,24,8,5.551115123126e-16,7.850462293419e-16
2.8,24,9,5.551115123126e-16,7.850462293419e-16
2.8,24,10,5.551115123126e-16,7.850462293419e-16
2.8,25,1,5.551115123126e-16,7.850462293419e-16
2.8,25,2,4.440892098501e-16,6.280369834735e-16
2.8,25,3,5.551115123126e-16,7.850462293419e-16
2.8,25,4,4.440892098501e-16,6.280369834735e-16
2.8,25,5,4.440892098501e-16,6.280369834735e-16
2.8,25,6,5.551115123126e-16,7.850462293419e-16
2.8,25,7,5.551115123126e-16,7.850462293419e-16
2.8,25,8,4.440892098501e-16,6.280369834735e-16
2.8,25,9,6.661338147751e-16,9.420554752103e-16
2.8,25,10,5.551115123126e-16,7.850462293419e-16
2.8,26,1,5.551115123126e-16,7.850462293419e-16
2.8,26,2,6.661338147751e-16,9.420554752103e-16
2.8,26,3,5.551115123126e-16,7.850462293419e-16
2.8,26,4,5.551115123126e-16,7.850462293419e-16
2.8,26,5,4.440892098501e-16,6.280369834735e-16
2.8,26,6,4.440892098501e-16,6.280369834735e-16
2.8,26,7,5.551115123126e-16,7.850462293419e-16
2.8,26,8,5.551115123126e-16,7.850462293419e-16
2.8,26,9,5.551115123126e-16,7.850462293419e-16
2.8,26,10,5.551115123126e-16,7.850462293419e-16
2.8,27,1,4.440892098501e-16,6.280369834735e-16
2.8,27,2,5.551115123126e-16,7.850462293419e-16
2.8,27,3,4.440892098501e-16,6.280369834735e-16
2.8,27,4,5.551115123126e-16,7.850462293419e-16
2.8,27,5,4.440892098501e-16,6.280369834735e-16
2.8,27,6,5.551115123126e-16,7.850462293419e-16
2.8,27,7,6.661338147751e-16,9.420554752103e-16
2.8,27,8,4.440892098501e-16,6.280369834735e-16
2.8,27,9,5.551115123126e-16,7.850462293419e-16
2.8,27,10,6.661338147751e-16,9.420554752103e-16
2.8,28,1,5.551115123126e-16,7.850462293419e-16
2.8,28,2,5.551115123126e-16,7.850462293419e-16
2.8,28,3,6.661338147751e-16,9.420554752103e-16
2.8,28,4,5.551115123126e-16,7.850462293419e-16
2.8,28,5,5.551115123126e-16,7.850462293419e-16
2.8,28,6,4.440892098501e-16,6.280369834735e-16
2.8,28,7,5.551115123126e-16,7.850462293419e-16
2.8,28,8,5.551115123126e-16,7.850462293419e-16
2.8,28,9,5.551115123126e-16,7.850462293419e-16
2.8,28,10,5.551115123126e-16,7.850462293419e-16
2.8,29,1,6.661338147751e-16,9.420554752103e-16
2.8,29,2,5.551115123126e-16,7.850462293419e-16
2.8,29,3,5.551115123126e-16,7.850462293419e-16
2.8,29,4,4.440892098501e-16,6.280369834735e-16
2.8,29,5,4.440892098501e-16,6.280369834735e-16
2.8,29,6,5.551115123126e-16,7.850462293419e-16
2.8,29,7,5.551115123126e-16,7.850462293419e-16
2.8,29,8,6.661338147751e-16,9.420554752103e-16
2.8,29,9,5.551115123126e-16,7.850462293419e-16
2.8,29,10,5.551115123126e-16,7.850462293419e-16
2.8,30,1,6.661338147751e-16,9.420554752103e-16
2.8,30,2,4.440892098501e-16,6.280369834735e-16
2.8,30,3,6.661338147751e-16,9.420554752103e-16
2.8,30,4,5.551115123126e-16,7.850462293419e-16
2.8,30,5,4.440892098501e-16,6.280369834735e-16
2.8,30,6,5.551115123126e-16,7.850462293419e-16
2.8,30,7,4.440892098501e-16,6.280369834735e-16
2.8,30,8,5.551115123126e-16,7.850462293419e-16
2.8,30,9,5.551115123126e-16,7.850462293419e-16
2.8,30,10,5.551115123126e-16,7.850462293419e-16
2.8,31,1,5.551115123126e-16,7.850462293419e-16
2.8,31,2,5.551115123126e-16,7.850462293419e-16
2.8,31,3,4.440892098501e-16,6.280369834735e-16
2.8,31,4,4.440892098501e-16,6.280369834735e-16
2.8,31,5,6.661338147751e-16,9.420554752103e-16
2.8,31,6,6.661338147751e-16,9.420554752103e-16
2.8,31,7,6.661338147751e-16,9.420554752103e-16
2.8,31,8,5.551115123126e-16,7.850462293419e-16
2.8,31,9,5.551115123126e-16,7.850462293419e-16
2.8,31,10,6.661338147751e-16,9.420554752103e-16
